61661 5.03586
61699 4.91407
61603 8.03152
61604 5.8411
61549 6.22554
61684 8.03372
61718 4.31231
61806 6.71286
61609 6.37043
61707 6.0123
15168 2.31685
15159 1.17442
15128 1.977
15167 1.53557
15152 1.87784
15143 1.81028
15153 1.73081
15131 1.23885
15126 1.85932
15180 1.7305
30875 5.8787
30917 3.88644
30856 4.67698
30816 4.8236
30870 4.40943
30792 3.65332
30769 4.21167
30775 5.32621
30898 3.41139
30865 4.31145
46344 5.59235
46235 6.79697
46296 5.86584
46290 4.45695
46310 6.2883
46295 6.30926
46288 5.92972
46253 6.18954
46292 5.83088
46226 6.77826
