61604 7.65668
61644 6.24836
61711 7.83129
61676 6.66901
61758 5.90767
61611 7.3884
61588 7.5653
61707 4.93424
61589 4.13264
61531 7.03639
15406 2.09808
15422 2.33361
15408 1.67491
15399 1.4136
15396 1.63789
15440 1.97442
15417 1.86301
15421 2.38091
15380 2.55715
15417 1.31725
30822 4.73194
30817 4.4382
30841 4.89627
30856 4.25849
30866 4.5461
30848 5.4964
30779 3.75763
30882 3.82556
30816 4.3026
30815 5.46094
46276 6.46365
46243 7.53067
46283 6.8499
46226 5.81776
46223 5.62296
46305 5.32627
46209 5.95081
46276 5.27751
46245 4.34564
46239 4.43563
